X,Y,OBJECTID,stop_UID,stop_agency,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
6279712.64550348,1841375.23586923,41,MTS_10086,MTS,10086,Broadway & State St,32.7155689,-117.1666847,10086,0,,1,N-E/B,amplza
6279936.64505547,1853819.23427515,42,MTS_10088,MTS,10088,Washington St & Albatross St,32.74977421,-117.16631202,10088,0,,1,N-E/B,
6280245.64542171,1841381.23585723,43,MTS_10090,MTS,10090,Broadway & Front St,32.71559826,-117.1649521,10090,0,,0,N-E/B,brofro
6281232.64311963,1884024.23095164,44,MTS_10091,MTS,10091,Clairemont Mesa Bl & Shawline St (Kaiser),32.83281806,-117.16295728,10091,0,,1,N-W/B,clasha
6280972.64495197,1853236.2344569,45,MTS_10092,MTS,10092,University Av & 3rd Av,32.74819693,-117.1629261,10092,0,,1,N-E/B,
6281020.64387172,1868869.23271839,46,MTS_10093,MTS,10093,Genesee Av & Richland St,32.79116236,-117.1632153,10093,0,,1,N-E/B,
6281120.64531213,1841379.23586123,47,MTS_10094,MTS,10094,Broadway & 3rd Av,32.71561383,-117.16210744,10094,0,,0,N-E/B,3rdbro
6281486.64195547,1900812.22887164,48,MTS_10095,MTS,10095,Miramar Rd & Distribution Av,32.87896273,-117.16260879,10095,0,,1,N-E/B,
6281677.64518239,1841391.23583722,49,MTS_10097,MTS,10097,Broadway & 5th Av,32.71566019,-117.16029698,10097,0,,0,N-E/B,5thbro
6281693.64449422,1853234.23446089,50,MTS_10098,MTS,10098,University Av & 5th Av,32.74820876,-117.16058122,10098,0,,1,N-E/B,5thuni
6281930.64533256,1841390.23583923,51,MTS_10099,MTS,10099,Broadway & 6th Av,32.71566351,-117.15947446,10099,0,,0,N-E/B,bro6th
6282403.64405847,1859973.23345006,52,MTS_10100,MTS,10100,Camino De La Reina & Camino Del Arroyo,32.76674662,-117.15846313,10100,0,,1,N-E/B,
6283048.64506505,1839842.23598248,53,MTS_10105,MTS,10105,Market St & 10th Av,32.71143588,-117.15579614,10105,0,,0,N-E/B,
6283267.64462705,1853260.23473698,54,MTS_10106,MTS,10106,University Av & 10th Av,32.74831789,-117.15546302,10106,0,,1,N-E/B,
6283447.64164239,1901819.22882615,55,MTS_10107,MTS,10107,Miramar Rd & Carroll Rd,32.88177728,-117.15625029,10107,0,,1,N-E/B,
6283604.64526539,1839849.23629656,56,MTS_10108,MTS,10108,Market St & Park Bl,32.71146838,-117.15398888,10108,0,marpar,1,N-E/B,marpar
6283610.64525339,1841389.23584123,57,MTS_10109,MTS,10109,Broadway & Park Bl,32.71570092,-117.15401278,10109,0,citcol,1,N-E/B,citcol
6283683.64346696,1870188.23237698,58,MTS_10110,MTS,10110,Vista Hill Av & Meadowlark Dr,32.79485118,-117.15458775,10110,0,,1,N-E/B,
6283820.64450531,1853266.23472498,59,MTS_10111,MTS,10111,University Av & Vermont St,32.74834756,-117.15366473,10111,0,,1,N-E/B,
6284535.64405955,1853265.23472698,60,MTS_10114,MTS,10114,University Av & Richmond St,32.74836182,-117.15133939,10114,0,,1,N-E/B,
6284906.64528605,1837926.23620556,61,MTS_10115,MTS,10115,Imperial Av & 16th St,32.70621434,-117.14970235,10115,0,,1,N-E/B,imp16
6284953.64486396,1839823.23602048,62,MTS_10116,MTS,10116,Market St & 16th St,32.71142899,-117.14960278,10116,0,,1,N-E/B,16mar
6285496.6450903,1837048.23664923,63,MTS_10117,MTS,10117,Logan Av & Sigsbee St,32.7038153,-117.1477599,10117,0,,1,N-E/B,
6285800.64481039,1839820.23635456,64,MTS_10118,MTS,10118,Market St & 19th St,32.7114408,-117.14684924,10118,0,,1,N-E/B,
6286090.64488655,1841375.23619731,65,MTS_10119,MTS,10119,Broadway & 20th St,32.71572127,-117.14594994,10119,0,,1,N-E/B,
6286498.6450548,1836212.23668081,66,MTS_10122,MTS,10122,Logan Av & Cesar E Chavez Pkwy,32.70154139,-117.14447954,10122,0,,1,N-E/B,logces
6286637.64510489,1837912.23656164,67,MTS_10123,MTS,10123,Imperial Av & 22nd St,32.70621679,-117.14407511,10123,0,,1,N-E/B,
6286782.64153406,1904068.22892131,68,MTS_10124,MTS,10124,Miramar Rd & Dowdy Dr,32.88803742,-117.14545069,10124,0,,1,F-E/B,
6287106.64482306,1837911.23656364,69,MTS_10127,MTS,10127,Imperial Av & 24th St,32.70622508,-117.14255054,10127,0,,1,N-E/B,
6286397.64263214,1883922.23115565,70,MTS_10128,MTS,10128,Clairemont Mesa Bl & 8303,32.83266088,-117.14614075,10128,0,,1,M-Street-E/B,
6287232.64391489,1855708.23443414,71,MTS_10129,MTS,10129,El Cajon Bl & Alabama St,32.75513971,-117.14263625,10129,0,,1,N-E/B,
6287179.64402089,1853246.23476498,72,MTS_10130,MTS,10130,University Av & Alabama St,32.74837212,-117.14274006,10130,0,,1,M-Street-E/B,
6287602.64153446,1904621.22879957,73,MTS_10132,MTS,10132,Miramar Rd & Cabot Dr,32.88957656,-117.14279509,10132,0,,1,N-E/B,
6287785.64477739,1839830.23633456,74,MTS_10133,MTS,10133,Market St & 25th St,32.71151504,-117.14039662,10133,0,,1,N-E/B,
6287685.6446493,1841373.23620132,75,MTS_10134,MTS,10134,Broadway & 25th St,32.71575334,-117.14076456,10134,0,,1,N-E/B,
6287964.64376321,1853240.23477697,76,MTS_10136,MTS,10136,University Av & Louisiana St,32.74837408,-117.14018692,10136,0,,1,N-E/B,
6288438.64445564,1837928.23652965,77,MTS_10137,MTS,10137,Imperial Av & 26th St,32.70630307,-117.13822116,10137,0,,1,N-E/B,
6288449.64476173,1841749.23610547,78,MTS_10138,MTS,10138,C St & 26th St,32.71680461,-117.13829122,10138,0,,1,N-E/B,
6288744.64351556,1855704.23444214,79,MTS_10139,MTS,10139,El Cajon Bl & Arizona St,32.7551642,-117.13771844,10139,0,,1,N-E/B,
6288773.64345755,1858484.23413147,80,MTS_10140,MTS,10140,Adams Av & Arizona St,32.76280518,-117.1377011,10140,0,,1,N-E/B,
6288817.64074488,1913013.22776356,81,MTS_10142,MTS,10142,Mira Mesa Bl & Reagan Rd (E),32.9126689,-117.13907043,10142,0,,1,N-E/B,
6289078.64514413,1832982.23723531,82,MTS_10143,MTS,10143,Main St & 27th St,32.6927249,-117.13600412,10143,0,,2,N-E/B,
6289270.64476013,1836408.23694497,83,MTS_10145,MTS,10145,Ocean View Bl & Sampson St,32.70214509,-117.13547466,10145,0,,1,N-S/B,
6289532.64456423,1837925.23686373,84,MTS_10147,MTS,10147,Imperial Av & Hensley St,32.70632038,-117.13466487,10147,0,,1,N-E/B,
6289675.64427821,1841748.23610748,85,MTS_10148,MTS,10148,C St & 28th St,32.71683051,-117.13430543,10148,0,,1,N-E/B,
6289829.64036131,1913032.22772557,86,MTS_10149,MTS,10149,Mira Mesa Bl & Westonhill Dr,32.91274479,-117.13577359,10149,0,,1,N-E/B,
6290244.64346831,1855696.23445815,87,MTS_10150,MTS,10150,El Cajon Bl & Utah St,32.75517721,-117.13283955,10150,0,,1,N-E/B,
6290194.64389639,1853216.23482497,88,MTS_10151,MTS,10151,University Av & Utah St,32.74836023,-117.13293387,10151,0,,1,N-E/B,
6290249.64477064,1834110.2372759,89,MTS_10154,MTS,10154,National Av & 29th St,32.69585228,-117.13222923,10154,0,,1,N-E/B,
6290737.64215422,1880047.23168781,90,MTS_10156,MTS,10156,Balboa Av & Ponderosa Av,32.82211287,-117.13190601,10156,0,,1,F-E/B,balpon
6290659.6426383,1875547.23215765,91,MTS_10157,MTS,10157,Aero Dr & Corporate Ct,32.80974365,-117.13203598,10157,0,,1,N-E/B,
6290850.64422481,1839822.23635057,92,MTS_10158,MTS,10158,Market St & 30th St,32.71156459,-117.13043259,10158,0,,1,N-E/B,mark30
6290963.6420303,1883375.23159347,93,MTS_10159,MTS,10159,Clairemont Mesa Bl & Overland Av,32.83126451,-117.13126195,10159,0,,1,N-E/B,claove
6291025.64321864,1858473.23415348,94,MTS_10160,MTS,10160,Adams Av & 30th St,32.76282743,-117.13037565,10160,0,,1,N-E/B,30ada
6291022.64355272,1853200.23485698,95,MTS_10161,MTS,10161,University Av & 30th St,32.7483355,-117.13024061,10161,0,,1,N-E/B,uni30t
6291233.6434588,1850540.23525573,96,MTS_10162,MTS,10162,Upas St & 30th St,32.74102988,-117.12948143,10162,0,,1,N-E/B,
6291053.64447497,1836018.23706882,97,MTS_10163,MTS,10163,Ocean View Bl & 30th St,32.70111472,-117.12966834,10163,0,,1,N-E/B,
6291083.64441498,1837920.23687373,98,MTS_10164,MTS,10164,Imperial Av & 30th St,32.70634271,-117.12962298,10164,0,,1,N-E/B,
6291142.64495313,1832974.23757939,99,MTS_10165,MTS,10165,Main St & 30th St,32.69275093,-117.12929561,10165,0,,1,F-E/B,
6290876.6441728,1841730.23647156,100,MTS_10166,MTS,10166,C St & 30th St,32.71680897,-117.13040045,10166,0,,1,M-Street-E/B,c_30st
6291163.64392689,1843333.23621832,101,MTS_10167,MTS,10167,Beech St & Fern St,32.72122117,-117.12951136,10167,0,,1,F-E/B,
6291619.64039022,1914163.22776015,102,MTS_10168,MTS,10168,Mira Mesa Bl & Marbury Av,32.91589478,-117.12997238,10168,0,,1,N-E/B,
6291641.64329897,1858471.23448557,103,MTS_10169,MTS,10169,Adams Av & Boundary St,32.76283621,-117.12837192,10169,0,,1,N-E/B,
6291742.64408122,1839819.23668465,104,MTS_10171,MTS,10171,Market St & 31st St,32.71157701,-117.12753276,10171,0,,1,N-E/B,
6291708.64185263,1880070.23196989,105,MTS_10176,MTS,10176,Balboa Av & Ruffin Rd,32.82219862,-117.12874611,10176,0,,2,N-E/B,balruf
6292355.64416756,1836015.23707481,106,MTS_10177,MTS,10177,Ocean View Bl & 32nd St,32.7011366,-117.12543617,10177,0,,1,N-E/B,
6292384.64410955,1837920.23687373,107,MTS_10178,MTS,10178,Imperial Av & 32nd St,32.7063728,-117.12539389,10178,0,,1,N-E/B,imp32
6292398.64408155,1839820.23668264,108,MTS_10179,MTS,10179,Market St & 32nd St,32.71159492,-117.12540024,10179,0,,1,N-E/B,
6292267.64204697,1883368.23160748,109,MTS_10180,MTS,10180,Clairemont Mesa Bl & Ruffin Rd,32.83127549,-117.12701691,10180,0,,1,N-E/B,
6292074.64276105,1863081.23379573,110,MTS_10182,MTS,10182,Camino Del Rio N & Mission City Pkwy,32.77551596,-117.12708963,10182,0,,1,N-E/B,mispky
6292498.64158496,1883385.23157348,111,MTS_10183,MTS,10183,Clairemont Mesa Bl & Ruffin Rd,32.83132755,-117.12626541,10183,0,,0,F-E/B,
6293319.64420806,1839844.23663464,112,MTS_10184,MTS,10184,Market St & 33rd St,32.71168209,-117.12240687,10184,0,,0,N-E/B,
6293192.64413397,1836014.2374049,113,MTS_10186,MTS,10186,Ocean View Bl & 33rd St,32.70115313,-117.12271551,10186,0,,1,N-E/B,
6293209.64409997,1838021.23699981,114,MTS_10187,MTS,10187,Imperial Av & 33rd St,32.70666939,-117.12271486,10187,0,,0,N-E/B,
6293297.64293972,1858624.23450765,115,MTS_10188,MTS,10188,Adams Av & 33rd St,32.76329493,-117.12298956,10188,0,,2,N-E/B,
6293423.6430158,1855661.23485623,116,MTS_10189,MTS,10189,El Cajon Bl & 33rd St,32.75515457,-117.12249906,10189,0,,1,N-E/B,
6294953.64290856,1855648.23455414,117,MTS_10190,MTS,10190,El Cajon Bl & 35th St,32.75515393,-117.11752246,10190,0,,0,F-E/B,
6293391.64209555,1875019.23255748,118,MTS_10191,MTS,10191,Aero Dr & West Canyon Av,32.80835573,-117.12313039,10191,0,,1,N-E/B,
6294136.64257406,1863484.23397398,119,MTS_10194,MTS,10194,Camino Del Rio S & Scheidler Wy,32.77667102,-117.12039247,10194,0,,1,N-E/B,
6294311.64419255,1834108.23727989,120,MTS_10195,MTS,10195,National Av & 35th St,32.69594054,-117.11902661,10195,0,,1,N-E/B,
6294749.64298847,1855641.23489623,121,MTS_10196,MTS,10196,El Cajon Bl & 35th St,32.75513002,-117.11818577,10196,0,,1,N-E/B,
6294873.6440528,1834106.23761198,122,MTS_10197,MTS,10197,National Av & 36th St,32.6959479,-117.11719991,10197,0,,1,N-E/B,
6295011.64279255,1858594.23423956,123,MTS_10198,MTS,10198,Adams Av & 35th St,32.76325179,-117.11741354,10198,0,,1,N-E/B,
6295549.94289705,1855628.23492223,124,MTS_10201,MTS,10201,El Cajon Bl & 36th St,32.75511258,-117.11558249,10201,0,,1,F-E/B,
6295645.64382114,1837322.23708548,125,MTS_10203,MTS,10203,Imperial Av & 37th St,32.7048041,-117.1147774,10203,0,,0,N-E/B,
6296079.64295314,1855619.23494023,126,MTS_10204,MTS,10204,El Cajon Bl & 37th St,32.75509992,-117.11385942,10204,0,,1,N-E/B,
6296299.64415355,1834105.23761398,127,MTS_10205,MTS,10205,National Av & 38th St,32.69597766,-117.112565,10205,0,,1,N-E/B,
6296291.64384148,1836009.2374149,128,MTS_10206,MTS,10206,Ocean View Bl & 38th St,32.70121027,-117.1126422,10206,0,,1,N-E/B,
6296296.64383148,1837319.23709148,129,MTS_10207,MTS,10207,Imperial Av & 38th St,32.70481068,-117.11266118,10207,0,,1,N-E/B,
6296642.64281139,1853630.23498122,130,MTS_10208,MTS,10208,University Av & 38th St,32.74964632,-117.11197481,10208,0,,1,N-E/B,
6295672.6424548,1863903.23412023,131,MTS_10210,MTS,10210,Camino Del Rio S & 3661,32.77785771,-117.11540681,10210,0,,1,M-Street-E/B,
6297617.64381413,1834107.23760998,132,MTS_10214,MTS,10214,National Av & 40th St,32.69601305,-117.1082812,10214,0,,1,N-E/B,
6297574.6386508,1930411.22610398,133,MTS_10215,MTS,10215,Carmel Mountain Rd & Freeport Rd,32.96068595,-117.11100583,10215,0,,1,M-Street-E/B,cmrfre
6297489.64374205,1837289.23747957,134,MTS_10216,MTS,10216,Imperial Av & 40th St,32.70475529,-117.10878242,10216,0,,2,M-Street-E/B,
6298635.64309047,1844408.2363649,135,MTS_10219,MTS,10219,Home Av & Hixson Av,32.72434645,-117.10524706,10219,0,,1,N-E/B,
6298265.64383046,1834106.23761198,136,MTS_10220,MTS,10220,National Av & 41st St,32.69602495,-117.106175,10220,0,,1,N-E/B,
6298455.64345047,1839695.23726073,137,MTS_10221,MTS,10221,Market St & Morrison St,32.71138957,-117.10570654,10221,0,,1,N-E/B,
6298764.64381672,1835724.23765682,138,MTS_10223,MTS,10223,Ocean View Bl & San Miguel Av,32.70048297,-117.10459622,10223,0,,1,N-E/B,
6299037.64228646,1858532.23469165,139,MTS_10224,MTS,10224,Adams Av & Biona Dr,32.76317276,-117.10431631,10224,0,,1,N-E/B,
6299310.64338088,1839691.23694064,140,MTS_10225,MTS,10225,Market St & Denby St,32.71139783,-117.10292696,10225,0,,1,N-E/B,
6299224.64355288,1834240.23767206,141,MTS_10227,MTS,10227,National Av & San Pasqual St,32.69641482,-117.10306155,10227,0,,1,F-W/B,
6299985.64399938,1827374.23860881,142,MTS_10228,MTS,10228,8th St & F Av,32.67756198,-117.10040606,10228,0,,1,F-E/B,
6299998.63839597,1931368.22615848,143,MTS_10229,MTS,10229,Carmel Mountain Rd & Stoney Creek Rd,32.96337085,-117.10312898,10229,0,,1,M-Street-N/B,cmrsck
6300213.64288722,1845846.23644164,144,MTS_10230,MTS,10230,Home Av & Fairmount Av,32.728334,-117.10015461,10230,0,,1,N-E/B,
6300394.64318138,1835700.23770481,145,MTS_10231,MTS,10231,Ocean View Bl & Elizabeth St,32.70045362,-117.09929737,10231,0,,1,N-E/B,
6300759.64343564,1837010.2373814,146,MTS_10232,MTS,10232,Imperial Av & 45th St,32.70406208,-117.0981456,10232,0,,0,N-E/B,
6302258.64306231,1834322.23783614,147,MTS_10235,MTS,10235,Logan Av & 47th St,32.69670801,-117.09320233,10235,0,,1,F-E/B,47log
6302029.64319222,1835669.23776682,148,MTS_10236,MTS,10236,Ocean View Bl & 47th St,32.70040491,-117.09398209,10236,0,,1,N-E/B,
6302217.64150389,1869321.23345481,149,MTS_10237,MTS,10237,Zion Av & Crawford St (Kaiser),32.79289558,-117.09425673,10237,0,,1,N-E/B,kaihos
6302315.64229214,1853521.23552731,150,MTS_10238,MTS,10238,University Av & 47th St,32.74947427,-117.09352192,10238,0,,1,N-E/B,
6303336.64189056,1853505.23555931,151,MTS_10242,MTS,10242,University Av & Estrella Av,32.74945296,-117.09020096,10242,0,,1,N-E/B,
6304363.64180505,1856130.23555864,152,MTS_10247,MTS,10247,El Cajon Bl & 50th St,32.75669001,-117.08692943,10247,0,,1,N-E/B,
6306919.6416143,1856541.23539281,153,MTS_10250,MTS,10250,El Cajon Bl & 54th St,32.75787567,-117.07862662,10250,0,,0,F-E/B,
6305312.64187555,1853322.23559722,154,MTS_10252,MTS,10252,University Av & 52nd St,32.74899361,-117.08376976,10252,0,,1,N-E/B,
6305468.64123547,1869273.2338789,155,MTS_10253,MTS,10253,Zion Av & 51st St,32.79283556,-117.0836772,10253,0,,1,N-E/B,
6305623.64387822,1815304.24011107,156,MTS_10254,MTS,10254,E St & 3rd Av,32.64451482,-117.08177193,10254,0,,1,N-E/B,e3rd
6305852.64309214,1834707.2380504,157,MTS_10255,MTS,10255,Olvera Av & Gwen St,32.69784545,-117.08153072,10255,0,,1,N-E/B,
6306122.64091171,1869255.23358682,158,MTS_10256,MTS,10256,Zion Av & Waring Rd,32.79280044,-117.08154872,10256,0,,1,M-Street-E/B,
6306590.64128806,1856471.23553281,159,MTS_10257,MTS,10257,El Cajon Bl & 54th St,32.7576761,-117.0796949,10257,0,,1,N-E/B,elc54
6306626.64154413,1861338.23465706,160,MTS_10258,MTS,10258,Montezuma Rd & 54th St,32.77105299,-117.07970378,10258,0,,2,N-E/B,
6307030.64270464,1835047.23802656,161,MTS_10259,MTS,10259,Olvera Av & San Onofre Ter,32.69880564,-117.07771059,10259,0,,1,N-E/B,
6307453.64153056,1856636.2352028,162,MTS_10260,MTS,10260,El Cajon Bl & Dayton St,32.75814842,-117.0768922,10260,0,,1,F-E/B,elc54
6307334.64209664,1845524.23675756,163,MTS_10261,MTS,10261,Grape St & 55th St,32.72760644,-117.07699259,10261,0,,0,M-Street-E/B,
6310547.64091997,1857996.23543556,164,MTS_10262,MTS,10262,College Av & El Cajon Bl,32.76195317,-117.0668634,10262,0,,0,F-N/B,elccol
6307893.64261906,1835240.23796864,165,MTS_10263,MTS,10263,Olvera Av & Las Flores Ter,32.69935486,-117.07491048,10263,0,,1,N-E/B,
6307805.64246698,1841231.23746955,166,MTS_10264,MTS,10264,Roswell St & Kelton Rd,32.71581815,-117.07535066,10264,0,,0,N-E/B,
6309131.74152081,1851259.73611331,167,MTS_10266,MTS,10266,Streamview Dr & Lynn St,32.7434085,-117.07129631,10266,0,,2,F-E/B,
6308934.64217746,1839105.23745647,168,MTS_10267,MTS,10267,Market St & Merlin Dr,32.70999972,-117.07162581,10267,0,,0,N-E/B,
6309072.64255764,1835982.23812506,169,MTS_10268,MTS,10268,Skyline Dr & Radio Dr,32.70141969,-117.07109724,10268,0,,1,N-E/B,
6310165.63610655,1952862.22418089,170,MTS_10271,MTS,10271,Rancho Bernardo Rd & Acena Dr,33.02266727,-117.07053434,10271,0,,1,N-E/B,
6311189.64455722,1789516.2437869,171,MTS_10272,MTS,10272,Del Sol Bl & Ocean Bluffs,32.57376204,-117.0630382,10272,0,,1,M-Street-E/B,
6311238.64183456,1838968.23773047,172,MTS_10273,MTS,10273,Imperial Av & 62nd St,32.70967287,-117.06413249,10273,0,,1,M-Street-E/B,imp62
6311227.6408723,1861068.23519707,173,MTS_10274,MTS,10274,Montezuma Rd & 63rd St,32.77041066,-117.06472964,10274,0,,1,N-E/B,
6311723.6418488,1839039.23791656,174,MTS_10276,MTS,10276,Imperial Av & 63rd St,32.7098784,-117.06255766,10276,0,,1,N-E/B,
6311711.6359673,1951621.22436631,175,MTS_10277,MTS,10277,Rancho Bernardo Rd & Bernardo Oaks Dr,33.01928995,-117.06545905,10277,0,,1,N-E/B,
6312208.64120689,1851447.23639448,176,MTS_10278,MTS,10278,Streamview Dr & Hasty Dr,32.74399002,-117.06129489,10278,0,,1,N-E/B,
6312412.63587764,1951344.22459222,177,MTS_10279,MTS,10279,Rancho Bernardo Rd & Meandro Dr,33.01854372,-117.06316517,10279,0,,1,N-E/B,
6312763.64206539,1835884.23832107,178,MTS_10280,MTS,10280,Skyline Dr & Detroit Pl,32.70122966,-117.05909725,10280,0,,1,N-E/B,
6313493.6402773,1860563.23522282,179,MTS_10284,MTS,10284,Montezuma Rd & Reservoir Dr,32.76907119,-117.05734556,10284,0,,1,M-Street-E/B,
6313854.64152381,1839328.23766665,180,MTS_10286,MTS,10286,Imperial Av & Woodman St,32.71071811,-117.05563748,10286,0,,1,M-Street-E/B,
6313903.64175388,1835854.23838106,181,MTS_10287,MTS,10287,Skyline Dr & Woodman St,32.70117147,-117.05539095,10287,0,,1,N-E/B,woosky
6314528.64050388,1855519.23612447,182,MTS_10288,MTS,10288,University Av & Aragon Dr,32.7552306,-117.05385222,10288,0,,1,F-E/B,
6314371.6404898,1860217.23525864,183,MTS_10290,MTS,10290,El Cajon Bl & Montezuma Rd,32.76813892,-117.05448076,10290,0,,1,M-Street-E/B,
6315181.64116639,1839513.23795281,184,MTS_10291,MTS,10291,Imperial Av & 68th St,32.71125466,-117.05132825,10291,0,,1,N-E/B,
6315733.64137472,1839708.2378909,185,MTS_10292,MTS,10292,Imperial Av & 69th St,32.71180223,-117.04953865,10292,0,,1,N-E/B,
